feature,catboost,mean_importance,max_importance,min_importance,std_importance,vote_count,rank,cumulative_mean
stoch_k_lag2,0.0,0.0,0.0,0.0,,0,243,100.00000000000004
daily_return_lag3,0.0,0.0,0.0,0.0,,0,244,100.00000000000004
insider_buying_oversold,0.0,0.0,0.0,0.0,,0,245,100.00000000000004
insider_buying_dip,0.0,0.0,0.0,0.0,,0,246,100.00000000000004
momentum_10d,0.0,0.0,0.0,0.0,,0,247,100.00000000000004
mfm,0.0,0.0,0.0,0.0,,0,248,100.00000000000004
gap_down_volume,0.0,0.0,0.0,0.0,,0,249,100.00000000000004
gap_up_volume,0.0,0.0,0.0,0.0,,0,250,100.00000000000004
gap_down,0.0,0.0,0.0,0.0,,0,251,100.00000000000004
consecutive_down_days,0.0,0.0,0.0,0.0,,0,252,100.00000000000004
consecutive_up_days,0.0,0.0,0.0,0.0,,0,253,100.00000000000004
ma_short_lag2,0.0,0.0,0.0,0.0,,0,254,100.00000000000004
