model,n_trades,total_return,mean_return,std_return,sharpe,sortino,win_rate
AUC,1612,44.93547496023558,0.027875604814041922,0.27573009870268483,1.604871974379452,7.962069980583362,0.586848635235732
Sharpe,1416,43.58638540922216,0.03078134562798175,0.41195087998197055,1.1861577121300868,8.364816229001374,0.565677966101695
Hybrid,1416,43.58638540922216,0.03078134562798175,0.41195087998197055,1.1861577121300868,8.364816229001374,0.565677966101695
